,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,date
0,HK.03690,2019-01-09 00:00:00,45.55,45.6,46.2,44.3,0.0,0.00133,7311038,331741981.0,0.10976948408343418,43.9,2019-01-09
1,HK.03690,2019-01-10 00:00:00,44.95,44.95,46.2,44.6,0.0,0.00106,5847194,265903195.0,-1.4254385964912248,45.6,2019-01-10
2,HK.03690,2019-01-11 00:00:00,45.75,45.5,46.2,45.0,0.0,0.00084,4624201,210225872.0,1.2235817575083363,44.95,2019-01-11
3,HK.03690,2019-01-14 00:00:00,44.5,43.9,45.25,42.95,0.0,0.00174,9530176,417688287.0,-3.51648351648352,45.5,2019-01-14
4,HK.03690,2019-01-15 00:00:00,44.0,43.75,44.95,42.8,0.0,0.00102,5590377,244473647.0,-0.34168564920273026,43.9,2019-01-15
5,HK.03690,2019-01-16 00:00:00,44.25,44.6,44.7,43.0,0.0,0.00185,10180878,448612426.0,1.9428571428571462,43.75,2019-01-16
6,HK.03690,2019-01-17 00:00:00,44.65,44.2,45.35,43.95,0.0,0.00076,4152604,184735783.0,-0.896860986547082,44.6,2019-01-17
7,HK.03690,2019-01-18 00:00:00,45.05,45.55,46.0,44.7,0.0,0.00139,7606369,345329959.0,3.0542986425339236,44.2,2019-01-18
8,HK.03690,2019-01-21 00:00:00,45.55,45.65,47.45,44.9,0.0,0.00145,7943218,365319321.0,0.21953896816685275,45.55,2019-01-21
9,HK.03690,2019-01-22 00:00:00,45.6,43.9,46.4,42.5,0.0,0.00115,6306301,275218558.0,-3.833515881708653,45.65,2019-01-22
10,HK.03690,2019-01-23 00:00:00,43.25,43.45,44.1,43.0,0.0,0.0005,2731700,119200761.0,-1.0250569476081908,43.9,2019-01-23
11,HK.03690,2019-01-24 00:00:00,43.5,43.6,44.5,42.6,0.0,0.0007,3857606,168320016.0,0.34522439585730397,43.45,2019-01-24
12,HK.03690,2019-01-25 00:00:00,44.35,47.85,48.45,44.35,0.0,0.00256,14030655,660519105.0,9.747706422018348,43.6,2019-01-25
