,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,date
21,HK.01810,2019-02-12 00:00:00,10.94,10.6,11.1,10.54,0.0,0.00686,117906288,1271096567.0,-0.9345794392523332,10.7,2019-02-12
22,HK.01810,2019-02-13 00:00:00,10.72,11.38,11.42,10.6,0.0,0.00908,156224007,1740857784.0,7.358490566037747,10.6,2019-02-13
23,HK.01810,2019-02-14 00:00:00,11.36,11.52,11.56,11.2,0.0,0.00633,108811783,1242074309.0,1.2302284710017468,11.38,2019-02-14
24,HK.01810,2019-02-15 00:00:00,11.42,11.14,11.46,11.08,0.0,0.00478,82217458,922938545.0,-3.2986111111111027,11.52,2019-02-15
25,HK.01810,2019-02-18 00:00:00,11.38,11.22,11.5,11.2,0.0,0.0037,63590558,721095877.0,0.7181328545780976,11.14,2019-02-18
26,HK.01810,2019-02-19 00:00:00,11.1,10.8,11.16,10.62,0.0,0.00756,129955818,1409095077.0,-3.7433155080213893,11.22,2019-02-19
27,HK.01810,2019-02-20 00:00:00,10.92,10.84,11.0,10.66,0.0,0.00559,96070124,1040956959.0,0.37037037037036247,10.8,2019-02-20
28,HK.01810,2019-02-21 00:00:00,10.98,11.38,11.52,10.94,0.0,0.00889,152831181,1720120725.0,4.9815498154981634,10.84,2019-02-21
29,HK.01810,2019-02-22 00:00:00,11.3,11.92,11.92,11.24,0.0,0.00915,157362545,1835578521.0,4.745166959578199,11.38,2019-02-22
30,HK.01810,2019-02-25 00:00:00,12.08,12.24,12.48,12.06,0.0,0.01151,198022442,2436230976.0,2.684563758389264,11.92,2019-02-25
31,HK.01810,2019-02-26 00:00:00,12.26,12.2,12.48,12.1,0.0,0.00661,113627050,1401386698.0,-0.3267973856209226,12.24,2019-02-26
32,HK.01810,2019-02-27 00:00:00,12.32,12.14,12.42,11.84,0.0,0.00564,97009637,1173329523.0,-0.49180327868851414,12.2,2019-02-27
33,HK.01810,2019-02-28 00:00:00,12.18,11.96,12.18,11.76,0.0,0.01511,259790013,3102414046.0,-1.4827018121911013,12.14,2019-02-28
34,HK.01810,2019-03-01 00:00:00,11.82,11.88,12.0,11.6,0.0,0.0076,130688112,1546910012.0,-0.6688963210702347,11.96,2019-03-01
35,HK.01810,2019-03-04 00:00:00,11.96,11.96,12.1,11.78,0.0,0.00867,149188886,1786336262.0,0.673400673400674,11.88,2019-03-04
36,HK.01810,2019-03-05 00:00:00,11.9,12.5,12.5,11.84,0.0,0.00789,135780670,1660891837.0,4.515050167224073,11.96,2019-03-05
37,HK.01810,2019-03-06 00:00:00,12.48,12.36,12.68,12.26,0.0,0.007,120362729,1500046771.0,-1.1200000000000045,12.5,2019-03-06
38,HK.01810,2019-03-07 00:00:00,12.42,12.04,12.48,12.04,0.0,0.0043,73888741,901735715.0,-2.588996763754048,12.36,2019-03-07
39,HK.01810,2019-03-08 00:00:00,12.0,11.74,12.06,11.72,0.0,0.00435,74822349,886666582.0,-2.4916943521594597,12.04,2019-03-08
40,HK.01810,2019-03-11 00:00:00,11.66,11.9,11.98,11.66,0.0,0.0042,72177601,856365894.0,1.3628620102214664,11.74,2019-03-11
41,HK.01810,2019-03-12 00:00:00,12.0,12.2,12.38,11.98,0.0,0.00514,88446667,1084625117.0,2.5210084033613356,11.9,2019-03-12
42,HK.01810,2019-03-13 00:00:00,12.26,11.96,12.36,11.9,0.0,0.00512,88108145,1063818365.0,-1.9672131147540857,12.2,2019-03-13
43,HK.01810,2019-03-14 00:00:00,12.04,11.64,12.04,11.5,0.0,0.00589,101368214,1184214090.0,-2.6755852842809387,11.96,2019-03-14
44,HK.01810,2019-03-15 00:00:00,11.76,11.58,11.88,11.52,0.0,0.01874,322239056,3737089146.0,-0.5154639175257775,11.64,2019-03-15
45,HK.01810,2019-03-18 00:00:00,11.7,11.9,12.08,11.56,0.0,0.00696,119684388,1418427809.0,2.763385146804838,11.58,2019-03-18
46,HK.01810,2019-03-19 00:00:00,11.94,12.2,12.26,11.9,0.0,0.00611,105074461,1274855867.0,2.5210084033613356,11.9,2019-03-19
47,HK.01810,2019-03-20 00:00:00,12.3,11.64,12.3,11.52,17.556,0.01177,202994583,2375818027.0,-4.5901639344262195,12.2,2019-03-20
48,HK.01810,2019-03-21 00:00:00,11.64,11.28,11.66,11.28,17.013,0.00599,103304274,1177865663.0,-3.0927835051546495,11.64,2019-03-21
49,HK.01810,2019-03-22 00:00:00,11.34,11.28,11.5,11.14,17.013,0.00468,80725171,912019226.0,0.0,11.28,2019-03-22
50,HK.01810,2019-03-25 00:00:00,11.1,10.9,11.14,10.88,16.44,0.00465,80204573,882333840.0,-3.3687943262411264,11.28,2019-03-25
51,HK.01810,2019-03-26 00:00:00,11.1,11.1,11.2,11.0,16.742,0.00225,38786770,430278085.0,1.8348623853210944,10.9,2019-03-26
52,HK.01810,2019-03-27 00:00:00,11.18,11.3,11.32,11.1,17.043,0.00219,37818664,424302914.0,1.8018018018018116,11.1,2019-03-27
53,HK.01810,2019-03-28 00:00:00,11.2,11.18,11.2,11.06,16.862,0.00154,26475986,294640428.0,-1.061946902654876,11.3,2019-03-28
54,HK.01810,2019-03-29 00:00:00,11.26,11.38,11.38,11.18,17.164,0.00277,47718441,538635490.0,1.7889087656529614,11.18,2019-03-29
55,HK.01810,2019-04-01 00:00:00,11.5,11.36,11.5,11.32,17.134,0.00294,50751587,579887990.0,-0.17574692442883436,11.38,2019-04-01
56,HK.01810,2019-04-02 00:00:00,11.4,11.24,11.46,11.2,16.953,0.00208,35804625,404054478.0,-1.0563380281690073,11.36,2019-04-02
57,HK.01810,2019-04-03 00:00:00,11.4,11.92,11.94,11.2,12.403,0.00479,114684905,1335667620.0,6.0498220640569365,11.24,2019-04-03
58,HK.01810,2019-04-04 00:00:00,11.86,11.84,11.9,11.66,12.32,0.0028,67047248,788859777.0,-0.671140939597316,11.92,2019-04-04
59,HK.01810,2019-04-08 00:00:00,11.9,11.76,11.96,11.5,12.237,0.0022,52740551,618945188.0,-0.6756756756756763,11.84,2019-04-08
60,HK.01810,2019-04-09 00:00:00,11.72,11.72,11.8,11.5,12.195,0.00195,46794828,546607253.0,-0.3401360544217614,11.76,2019-04-09
61,HK.01810,2019-04-10 00:00:00,11.6,11.84,11.9,11.42,18.385,0.00243,58170697,679626315.0,1.0238907849829284,11.72,2019-04-10
62,HK.01810,2019-04-11 00:00:00,11.78,11.54,11.84,11.52,17.919,0.00177,42504774,494099228.0,-2.53378378378379,11.84,2019-04-11
63,HK.01810,2019-04-12 00:00:00,11.6,11.62,11.68,11.42,18.043,0.00125,29893511,346163190.0,0.6932409012131723,11.54,2019-04-12
64,HK.01810,2019-04-15 00:00:00,11.68,11.64,12.0,11.64,18.074,0.00256,61263409,726522907.0,0.17211703958693073,11.62,2019-04-15
65,HK.01810,2019-04-16 00:00:00,11.64,11.76,11.8,11.44,18.26,0.00156,37491683,437446055.0,1.0309278350515396,11.64,2019-04-16
66,HK.01810,2019-04-17 00:00:00,11.86,11.82,11.88,11.7,18.354,0.00159,37994138,448122241.0,0.5102040816326573,11.76,2019-04-17
67,HK.01810,2019-04-18 00:00:00,11.86,11.7,11.94,11.62,18.167,0.00204,48797058,573816622.0,-1.0152284263959475,11.82,2019-04-18
68,HK.01810,2019-04-23 00:00:00,11.86,12.2,12.22,11.74,18.944,0.00801,191912515,2314140450.0,4.273504273504273,11.7,2019-04-23
69,HK.01810,2019-04-24 00:00:00,12.26,12.36,12.46,12.14,19.192,0.0057,136598895,1681285323.0,1.3114754098360668,12.2,2019-04-24
70,HK.01810,2019-04-25 00:00:00,12.36,11.98,12.36,11.96,18.602,0.00367,87868020,1068644858.0,-3.074433656957921,12.36,2019-04-25
71,HK.01810,2019-04-26 00:00:00,12.0,12.02,12.24,11.94,18.664,0.00252,60311103,728271066.0,0.33388981636059384,11.98,2019-04-26
72,HK.01810,2019-04-29 00:00:00,12.1,11.98,12.1,11.74,18.602,0.00344,82380942,981431693.0,-0.3327787021630545,12.02,2019-04-29
73,HK.01810,2019-04-30 00:00:00,12.02,12.02,12.12,11.84,18.664,0.0022,52680483,633693355.0,0.33388981636059384,11.98,2019-04-30
74,HK.01810,2019-05-02 00:00:00,11.8,11.62,11.92,11.58,18.043,0.00245,58815949,687175433.0,-3.327787021630619,12.02,2019-05-02
75,HK.01810,2019-05-03 00:00:00,11.72,11.8,11.94,11.66,18.322,0.00153,36641129,433330928.0,1.5490533562822848,11.62,2019-05-03
76,HK.01810,2019-05-06 00:00:00,11.5,11.0,11.54,10.78,17.08,0.00601,143992147,1580696416.0,-6.7796610169491585,11.8,2019-05-06
77,HK.01810,2019-05-07 00:00:00,11.0,10.84,11.02,10.58,16.832,0.0043,103147643,1116159464.0,-1.4545454545454557,11.0,2019-05-07
78,HK.01810,2019-05-08 00:00:00,10.6,10.58,10.74,10.44,16.428,0.00322,77101167,818904371.0,-2.3985239852398506,10.84,2019-05-08
79,HK.01810,2019-05-09 00:00:00,10.72,10.46,10.72,10.42,16.242,0.0024,57447536,602840877.0,-1.1342155009451722,10.58,2019-05-09
80,HK.01810,2019-05-10 00:00:00,10.68,10.64,10.78,10.42,16.521,0.00206,49391863,524147001.0,1.7208413001912017,10.46,2019-05-10
81,HK.01810,2019-05-14 00:00:00,10.26,10.12,10.32,10.06,15.714,0.00391,93843860,949487739.0,-4.887218045112794,10.64,2019-05-14
82,HK.01810,2019-05-15 00:00:00,10.38,10.48,10.74,10.26,16.273,0.0028,67013283,704736232.0,3.5573122529644388,10.12,2019-05-15
83,HK.01810,2019-05-16 00:00:00,10.7,10.3,10.7,10.28,15.993,0.00188,44951125,466927333.0,-1.7175572519083944,10.48,2019-05-16
84,HK.01810,2019-05-17 00:00:00,10.28,10.16,10.36,10.08,15.776,0.0022,52691189,535446519.0,-1.3592233009708792,10.3,2019-05-17
85,HK.01810,2019-05-20 00:00:00,10.04,9.89,10.5,9.81,15.357,0.00449,107718541,1079560427.0,-2.6574803149606256,10.16,2019-05-20
86,HK.01810,2019-05-21 00:00:00,10.26,9.87,10.28,9.84,15.326,0.00559,134056987,1340463372.0,-0.20222446916078207,9.89,2019-05-21
87,HK.01810,2019-05-22 00:00:00,10.0,10.1,10.34,9.98,15.683,0.0036,86195202,872660492.0,2.3302938196555263,9.87,2019-05-22
88,HK.01810,2019-05-23 00:00:00,10.06,9.8,10.1,9.7,15.217,0.00317,76024033,748284555.0,-2.9702970297029596,10.1,2019-05-23
89,HK.01810,2019-05-24 00:00:00,9.8,9.77,9.9,9.62,15.17,0.0022,52677791,512552641.0,-0.3061224489796034,9.8,2019-05-24
90,HK.01810,2019-05-27 00:00:00,9.8,9.66,9.82,9.57,15.0,0.00262,62738041,606059801.0,-1.1258955987717445,9.77,2019-05-27
91,HK.01810,2019-05-28 00:00:00,9.7,9.95,10.04,9.67,15.45,0.0026,62252358,618427862.0,3.002070393374732,9.66,2019-05-28
92,HK.01810,2019-05-29 00:00:00,9.84,9.92,9.94,9.8,15.403,0.00121,29019956,286581930.0,-0.3015075376884358,9.95,2019-05-29
93,HK.01810,2019-05-30 00:00:00,9.86,9.74,9.95,9.72,15.124,0.0022,52635534,514234540.0,-1.8145161290322551,9.92,2019-05-30
94,HK.01810,2019-05-31 00:00:00,9.74,9.58,9.81,9.57,14.875,0.00142,33964811,328057655.0,-1.6427104722792623,9.74,2019-05-31
95,HK.01810,2019-06-03 00:00:00,9.59,9.09,9.66,8.92,14.114,0.00736,176504084,1596611225.0,-5.114822546972862,9.58,2019-06-03
96,HK.01810,2019-06-04 00:00:00,9.1,9.02,9.19,8.91,14.006,0.00329,78946868,710331373.0,-0.7700770077007731,9.09,2019-06-04
97,HK.01810,2019-06-05 00:00:00,9.29,9.22,9.33,9.12,14.316,0.0035,83885940,774082262.0,2.2172949002217415,9.02,2019-06-05
98,HK.01810,2019-06-06 00:00:00,9.25,9.21,9.26,9.0,14.301,0.00294,70373449,640934467.0,-0.10845986984815387,9.22,2019-06-06
99,HK.01810,2019-06-10 00:00:00,9.29,9.53,9.54,9.21,14.798,0.00267,63925563,603056013.0,3.4744842562431972,9.21,2019-06-10
100,HK.01810,2019-06-11 00:00:00,9.58,9.75,9.88,9.54,15.139,0.00302,72498312,708087758.0,2.3084994753410353,9.53,2019-06-11
101,HK.01810,2019-06-12 00:00:00,9.7,9.54,9.75,9.38,14.813,0.00316,75843668,720011822.0,-2.1538461538461626,9.75,2019-06-12
102,HK.01810,2019-06-13 00:00:00,9.63,9.66,9.66,9.34,15.0,0.00211,50674208,481241644.0,1.2578616352201362,9.54,2019-06-13
103,HK.01810,2019-06-14 00:00:00,9.6,9.55,9.66,9.47,14.829,0.00185,44403147,423010654.0,-1.1387163561076545,9.66,2019-06-14
104,HK.01810,2019-06-17 00:00:00,9.6,9.58,9.7,9.48,14.875,0.00207,49717577,474258073.0,0.31413612565444354,9.55,2019-06-17
105,HK.01810,2019-06-18 00:00:00,9.58,9.59,9.64,9.48,14.891,0.00154,36926547,353285502.0,0.1043841336116888,9.58,2019-06-18
106,HK.01810,2019-06-19 00:00:00,9.83,9.8,9.98,9.72,15.217,0.00253,60624774,596277639.0,2.189781021897819,9.59,2019-06-19
107,HK.01810,2019-06-20 00:00:00,9.84,9.93,10.0,9.73,15.419,0.00346,82850123,820660388.0,1.3265306122448877,9.8,2019-06-20
108,HK.01810,2019-06-21 00:00:00,9.98,9.8,9.99,9.76,15.217,0.00282,67682612,665283250.0,-1.3091641490432933,9.93,2019-06-21
109,HK.01810,2019-06-24 00:00:00,9.85,9.95,10.04,9.81,15.45,0.00304,72849695,724473028.0,1.5306122448979447,9.8,2019-06-24
110,HK.01810,2019-06-25 00:00:00,9.94,9.77,9.94,9.63,15.17,0.0021,50239668,489329185.0,-1.8090452261306504,9.95,2019-06-25
111,HK.01810,2019-06-26 00:00:00,9.7,9.8,9.85,9.68,15.217,0.00127,30465836,298506394.0,0.30706243602867084,9.77,2019-06-26
112,HK.01810,2019-06-27 00:00:00,9.83,10.0,10.0,9.77,15.527,0.0029,69511695,689916185.0,2.0408163265306047,9.8,2019-06-27
113,HK.01810,2019-06-28 00:00:00,10.0,10.0,10.38,9.94,15.527,0.00537,128683132,1297811315.0,0.0,10.0,2019-06-28
114,HK.01810,2019-07-02 00:00:00,10.3,9.99,10.32,9.94,15.512,0.00569,136432655,1371497989.0,-0.09999999999999788,10.0,2019-07-02
115,HK.01810,2019-07-03 00:00:00,10.0,9.76,10.02,9.65,15.155,0.00449,107536892,1048505428.0,-2.302302302302307,9.99,2019-07-03
116,HK.01810,2019-07-04 00:00:00,9.79,9.78,9.86,9.72,15.186,0.00201,48221001,472950055.0,0.20491803278688087,9.76,2019-07-04
117,HK.01810,2019-07-05 00:00:00,9.8,9.95,9.97,9.75,15.45,0.00247,59181568,586209840.0,1.7382413087934554,9.78,2019-07-05
118,HK.01810,2019-07-08 00:00:00,9.82,9.61,9.85,9.55,14.922,0.00442,105975221,1027882680.0,-3.417085427135677,9.95,2019-07-08
119,HK.01810,2019-07-09 00:00:00,9.53,9.5,9.58,9.27,14.751,0.00416,99820916,939797208.0,-1.1446409989594115,9.61,2019-07-09
120,HK.01810,2019-07-10 00:00:00,9.56,9.59,9.63,9.37,14.891,0.00272,65241428,619867202.0,0.9473684210526301,9.5,2019-07-10
121,HK.01810,2019-07-11 00:00:00,9.6,9.49,9.69,9.48,14.736,0.00284,68189443,650696712.0,-1.042752867570382,9.59,2019-07-11
122,HK.01810,2019-07-12 00:00:00,9.68,9.44,9.68,9.43,14.658,0.0031,74271930,705600357.0,-0.526870389884096,9.49,2019-07-12
123,HK.01810,2019-07-15 00:00:00,9.45,9.36,9.45,9.28,14.534,0.00413,71694860,671193713.0,-0.8474576271186449,9.44,2019-07-15
124,HK.01810,2019-07-16 00:00:00,9.4,9.3,9.45,9.28,14.44,0.00508,88195771,821772027.0,-0.6410256410256274,9.36,2019-07-16
125,HK.01810,2019-07-17 00:00:00,9.26,9.11,9.28,9.1,14.145,0.00482,83593324,765868170.0,-2.0430107526881858,9.3,2019-07-17
126,HK.01810,2019-07-18 00:00:00,9.08,9.0,9.08,8.99,13.975,0.00488,84684758,762836595.0,-1.2074643249176666,9.11,2019-07-18
127,HK.01810,2019-07-19 00:00:00,9.0,9.11,9.2,9.0,14.145,0.00342,59402001,539714765.0,1.2222222222222159,9.0,2019-07-19
128,HK.01810,2019-07-22 00:00:00,9.03,8.95,9.06,8.92,13.897,0.00372,64653681,579365654.0,-1.7563117453347987,9.11,2019-07-22
129,HK.01810,2019-07-23 00:00:00,8.97,9.07,9.16,8.97,14.083,0.00232,40208040,365651785.0,1.3407821229050392,8.95,2019-07-23
130,HK.01810,2019-07-24 00:00:00,9.15,9.1,9.24,9.1,14.13,0.00349,60603951,555613553.0,0.330760749724359,9.07,2019-07-24
131,HK.01810,2019-07-25 00:00:00,9.16,9.22,9.26,9.14,14.316,0.00351,60869873,561923921.0,1.3186813186813295,9.1,2019-07-25
132,HK.01810,2019-07-26 00:00:00,9.19,9.12,9.19,9.07,14.161,0.00211,36603581,333893134.0,-1.084598698481577,9.22,2019-07-26
133,HK.01810,2019-07-29 00:00:00,9.11,9.07,9.13,8.98,14.083,0.00203,35236909,318065700.0,-0.5482456140350761,9.12,2019-07-29
134,HK.01810,2019-07-30 00:00:00,9.1,9.02,9.15,8.99,14.006,0.00149,25925922,234296537.0,-0.5512679162072845,9.07,2019-07-30
135,HK.01810,2019-07-31 00:00:00,9.0,9.05,9.1,8.98,14.052,0.00133,23016132,207919003.0,0.33259423503327207,9.02,2019-07-31
136,HK.01810,2019-08-01 00:00:00,9.02,9.02,9.04,8.97,14.006,0.0024,41720986,375388206.0,-0.33149171270719485,9.05,2019-08-01
137,HK.01810,2019-08-02 00:00:00,8.88,8.8,8.93,8.79,13.664,0.00398,69130459,611121479.0,-2.43902439024389,9.02,2019-08-02
138,HK.01810,2019-08-05 00:00:00,8.8,8.92,9.25,8.79,13.85,0.00585,101547478,913216236.0,1.3636363636363547,8.8,2019-08-05
139,HK.01810,2019-08-06 00:00:00,8.8,8.66,8.8,8.37,13.447,0.00533,92542291,794521930.0,-2.9147982062780247,8.92,2019-08-06
140,HK.01810,2019-08-07 00:00:00,8.7,8.65,8.79,8.5,13.431,0.004,69432818,596168261.0,-0.11547344110854256,8.66,2019-08-07
141,HK.01810,2019-08-08 00:00:00,8.98,8.91,9.04,8.73,13.835,0.00647,112333802,1001819790.0,3.005780346820807,8.65,2019-08-08
142,HK.01810,2019-08-09 00:00:00,9.0,8.94,9.11,8.94,13.881,0.00511,88624879,799588043.0,0.3367003367003295,8.91,2019-08-09
143,HK.01810,2019-08-12 00:00:00,9.0,8.95,9.02,8.92,13.897,0.00181,31415667,281842613.0,0.11185682326621685,8.94,2019-08-12
144,HK.01810,2019-08-13 00:00:00,8.85,8.82,9.0,8.79,13.695,0.00235,40827015,363264482.0,-1.4525139664804358,8.95,2019-08-13
145,HK.01810,2019-08-14 00:00:00,9.0,9.0,9.09,8.89,13.975,0.00493,85573563,772488969.0,2.040816326530609,8.82,2019-08-14
146,HK.01810,2019-08-15 00:00:00,8.8,8.81,8.88,8.66,13.68,0.00586,101629287,891265267.0,-2.111111111111106,9.0,2019-08-15
147,HK.01810,2019-08-16 00:00:00,8.8,8.92,9.06,8.7,13.85,0.00444,77069016,687064956.0,1.248581157775249,8.81,2019-08-16
148,HK.01810,2019-08-19 00:00:00,9.0,9.14,9.21,8.97,14.192,0.00526,91239877,833593946.0,2.4663677130044914,8.92,2019-08-19
149,HK.01810,2019-08-20 00:00:00,9.2,9.43,9.55,9.14,14.642,0.00832,144494213,1356190773.0,3.1728665207877365,9.14,2019-08-20
150,HK.01810,2019-08-21 00:00:00,9.5,8.96,9.63,8.81,13.913,0.0157,271630931,2457553993.0,-4.9840933191940495,9.43,2019-08-21
151,HK.01810,2019-08-22 00:00:00,9.0,8.87,9.03,8.85,13.773,0.0036,62258691,556055339.0,-1.0044642857143038,8.96,2019-08-22
152,HK.01810,2019-08-23 00:00:00,8.87,8.96,9.0,8.81,13.913,0.0032,55416927,494561160.0,1.0146561443066702,8.87,2019-08-23
153,HK.01810,2019-08-26 00:00:00,8.7,8.7,8.72,8.53,13.509,0.00543,93905693,811893415.0,-2.9017857142857313,8.96,2019-08-26
154,HK.01810,2019-08-27 00:00:00,8.76,8.79,8.81,8.6,13.649,0.01548,267786398,2345281540.0,1.0344827586206882,8.7,2019-08-27
155,HK.01810,2019-08-28 00:00:00,8.7,8.82,8.91,8.64,13.695,0.00856,148059208,1300172407.0,0.341296928327658,8.79,2019-08-28
156,HK.01810,2019-08-29 00:00:00,8.88,8.53,8.88,8.46,13.245,0.00574,99376257,854011955.0,-3.287981859410441,8.82,2019-08-29
157,HK.01810,2019-08-30 00:00:00,8.66,8.53,8.67,8.5,13.245,0.0036,62219585,531903779.0,0.0,8.53,2019-08-30
158,HK.01810,2019-09-02 00:00:00,8.53,8.35,8.54,8.28,12.965,0.00509,88123456,739235586.0,-2.110199296600231,8.53,2019-09-02
159,HK.01810,2019-09-03 00:00:00,8.66,8.7,8.92,8.64,13.509,0.01056,182722264,1605710352.0,4.191616766467062,8.35,2019-09-03
160,HK.01810,2019-09-04 00:00:00,8.7,8.65,8.76,8.59,13.431,0.00942,162933968,1408225601.0,-0.5747126436781487,8.7,2019-09-04
161,HK.01810,2019-09-05 00:00:00,8.65,8.94,8.98,8.64,13.881,0.00485,83905736,745293265.0,3.3526011560693543,8.65,2019-09-05
162,HK.01810,2019-09-06 00:00:00,8.97,9.08,9.18,8.94,14.099,0.00711,123023585,1119778232.0,1.5659955257270757,8.94,2019-09-06
163,HK.01810,2019-09-09 00:00:00,9.14,9.13,9.15,9.03,14.177,0.00368,63635189,579392575.0,0.5506607929515497,9.08,2019-09-09
164,HK.01810,2019-09-10 00:00:00,9.17,9.22,9.29,9.07,14.316,0.00448,77590668,714680557.0,0.9857612267250805,9.13,2019-09-10
165,HK.01810,2019-09-11 00:00:00,9.25,9.27,9.27,9.11,14.394,0.00435,75239701,692228261.0,0.5422993492407693,9.22,2019-09-11
166,HK.01810,2019-09-12 00:00:00,9.26,9.4,9.49,9.18,14.596,0.00521,90123971,844278487.0,1.4023732470334498,9.27,2019-09-12
167,HK.01810,2019-09-13 00:00:00,9.4,9.48,9.49,9.31,14.72,0.00309,53491068,504643020.0,0.8510638297872347,9.4,2019-09-13
168,HK.01810,2019-09-16 00:00:00,9.46,9.34,9.46,9.25,14.503,0.00267,46137027,429869220.0,-1.4767932489451536,9.48,2019-09-16
169,HK.01810,2019-09-17 00:00:00,9.34,9.07,9.34,9.0,14.083,0.00486,84136724,763726980.0,-2.8907922912205524,9.34,2019-09-17
170,HK.01810,2019-09-18 00:00:00,9.11,9.15,9.26,9.07,14.208,0.00292,50554416,463126066.0,0.8820286659316435,9.07,2019-09-18
171,HK.01810,2019-09-19 00:00:00,9.19,9.14,9.21,9.07,14.192,0.00296,51150472,466864588.0,-0.10928961748633645,9.15,2019-09-19
172,HK.01810,2019-09-20 00:00:00,9.19,9.25,9.32,9.16,14.363,0.00479,82893218,766361518.0,1.2035010940918973,9.14,2019-09-20
173,HK.01810,2019-09-23 00:00:00,9.3,9.32,9.5,9.24,14.472,0.00471,81552912,763451483.0,0.7567567567567599,9.25,2019-09-23
174,HK.01810,2019-09-24 00:00:00,9.34,9.32,9.38,9.21,14.472,0.00334,57713290,536366377.0,0.0,9.32,2019-09-24
175,HK.01810,2019-09-25 00:00:00,9.28,8.91,9.28,8.82,13.835,0.00795,137591132,1229416427.0,-4.399141630901289,9.32,2019-09-25
176,HK.01810,2019-09-26 00:00:00,9.0,8.89,9.04,8.81,13.804,0.00327,56616118,504078493.0,-0.224466891133553,8.91,2019-09-26
177,HK.01810,2019-09-27 00:00:00,8.83,8.7,8.85,8.7,13.509,0.00385,66666907,582875844.0,-2.1372328458942778,8.89,2019-09-27
178,HK.01810,2019-09-30 00:00:00,8.7,8.8,8.8,8.62,13.664,0.00447,77374624,677668405.0,1.1494252873563382,8.7,2019-09-30
179,HK.01810,2019-10-02 00:00:00,8.83,8.75,8.86,8.73,13.586,0.00215,37139100,326684687.0,-0.5681818181818262,8.8,2019-10-02
180,HK.01810,2019-10-03 00:00:00,8.74,8.9,8.9,8.71,13.819,0.00193,33317538,294343434.0,1.7142857142857182,8.75,2019-10-03
