date,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
2016-01-25,HK.800000,2016-01-25 00:00:00,19341.41,19340.14,19490.27,19291.91,0.0,0.0,0,74419822650.0,1.3607078636787018,19080.51
2016-01-26,HK.800000,2016-01-26 00:00:00,19068.84,18860.8,19098.07,18811.83,0.0,0.0,0,77205422810.0,-2.4784722344305687,19340.14
2016-01-27,HK.800000,2016-01-27 00:00:00,19211.86,19052.45,19216.99,18931.34,0.0,0.0,0,76172862960.0,1.0161286901934248,18860.8
2016-01-28,HK.800000,2016-01-28 00:00:00,19093.77,19195.83,19223.59,18982.22,0.0,0.0,0,75472262780.0,0.752554133457907,19052.45
2016-01-29,HK.800000,2016-01-29 00:00:00,19138.42,19683.11,19709.99,19130.59,0.0,0.0,0,90561954800.0,2.5384679901832783,19195.83
2016-02-01,HK.800000,2016-02-01 00:00:00,19770.96,19595.5,19770.96,19444.26,0.0,0.0,0,69499758750.0,-0.44510242537891914,19683.11
2016-02-02,HK.800000,2016-02-02 00:00:00,19474.87,19446.84,19628.57,19403.49,0.0,0.0,0,69598138110.0,-0.7586435661248748,19595.5
2016-02-03,HK.800000,2016-02-03 00:00:00,18910.88,18991.59,19032.71,18764.82,0.0,0.0,0,78680781850.0,-2.340997303417933,19446.84
2016-02-04,HK.800000,2016-02-04 00:00:00,19190.36,19183.09,19338.37,19166.18,0.0,0.0,0,65384972150.0,1.0083410604378042,18991.59
2016-02-05,HK.800000,2016-02-05 00:00:00,19287.36,19288.17,19397.88,19230.0,0.0,0.0,0,55402945750.0,0.5477741072997004,19183.09
2016-02-11,HK.800000,2016-02-11 00:00:00,18486.93,18545.8,18627.51,18446.56,0.0,0.0,0,66909489320.0,-3.8488358408288557,19288.17
2016-02-12,HK.800000,2016-02-12 00:00:00,18278.8,18319.58,18482.33,18278.8,0.0,0.0,0,66000393180.0,-1.2197910038930515,18545.8
2016-02-15,HK.800000,2016-02-15 00:00:00,18668.87,18918.14,18937.06,18668.87,0.0,0.0,0,66446817900.0,3.2673238141922334,18319.58
2016-02-16,HK.800000,2016-02-16 00:00:00,19013.74,19122.08,19260.67,18974.6,0.0,0.0,0,71593380490.0,1.0780129547619497,18918.14
2016-02-17,HK.800000,2016-02-17 00:00:00,19198.18,18924.57,19308.54,18909.06,0.0,0.0,0,66951386850.0,-1.032889727477356,19122.08
2016-02-18,HK.800000,2016-02-18 00:00:00,19409.21,19363.08,19436.39,19266.22,0.0,0.0,0,72592276450.0,2.3171464397870176,18924.57
2016-02-19,HK.800000,2016-02-19 00:00:00,19238.43,19285.5,19342.03,19210.65,0.0,0.0,0,55387353710.0,-0.4006593992278178,19363.08
2016-02-22,HK.800000,2016-02-22 00:00:00,19374.24,19464.09,19524.97,19374.24,0.0,0.0,0,60197243490.0,0.9260325114723504,19285.5
2016-02-23,HK.800000,2016-02-23 00:00:00,19506.94,19414.78,19519.85,19328.26,0.0,0.0,0,58736857610.0,-0.25333832714502097,19464.09
2016-02-24,HK.800000,2016-02-24 00:00:00,19282.34,19192.45,19360.8,19060.16,0.0,0.0,0,60698224520.0,-1.1451584823520953,19414.78
2016-02-25,HK.800000,2016-02-25 00:00:00,19215.49,18888.75,19215.49,18867.7,0.0,0.0,0,63684598770.0,-1.5823930764441263,19192.45
2016-02-26,HK.800000,2016-02-26 00:00:00,19179.95,19364.15,19436.71,19122.56,0.0,0.0,0,62474348710.0,2.5168420356032106,18888.75
2016-02-29,HK.800000,2016-02-29 00:00:00,19366.17,19111.93,19377.72,19053.78,0.0,0.0,0,64017088320.0,-1.3025100507897385,19364.15
2016-03-01,HK.800000,2016-03-01 00:00:00,19259.99,19407.46,19420.0,19108.3,0.0,0.0,0,66948615490.0,1.5463116493206015,19111.93
2016-03-02,HK.800000,2016-03-02 00:00:00,19788.17,20003.49,20058.12,19783.92,0.0,0.0,0,92687215860.0,3.0711386240136656,19407.46
2016-03-03,HK.800000,2016-03-03 00:00:00,20082.01,19941.76,20082.01,19791.6,0.0,0.0,0,71715898670.0,-0.30859614997184587,20003.49
2016-03-04,HK.800000,2016-03-04 00:00:00,20052.1,20176.7,20200.38,19977.43,0.0,0.0,0,79399304000.0,1.1781307166468875,19941.76
2016-03-07,HK.800000,2016-03-07 00:00:00,20306.09,20159.72,20331.69,20095.63,0.0,0.0,0,74915301680.0,-0.08415647752109891,20176.7
2016-03-08,HK.800000,2016-03-08 00:00:00,20132.1,20011.58,20137.73,19902.75,0.0,0.0,0,62640238150.0,-0.7348316345663501,20159.72
2016-03-09,HK.800000,2016-03-09 00:00:00,19898.74,19996.26,20005.41,19818.42,0.0,0.0,0,56888200830.0,-0.07655567426461751,20011.58
2016-03-10,HK.800000,2016-03-10 00:00:00,20055.42,19984.42,20184.23,19923.54,0.0,0.0,0,54246458480.0,-0.059211072470552725,19996.26
2016-03-11,HK.800000,2016-03-11 00:00:00,19900.67,20199.6,20238.72,19853.63,0.0,0.0,0,63271170480.0,1.0767387795092394,19984.42
2016-03-14,HK.800000,2016-03-14 00:00:00,20371.59,20435.34,20512.03,20328.88,0.0,0.0,0,72626898150.0,1.1670528129269968,20199.6
2016-03-15,HK.800000,2016-03-15 00:00:00,20298.15,20288.77,20366.56,20254.59,0.0,0.0,0,56523204400.0,-0.7172378830007219,20435.34
2016-03-16,HK.800000,2016-03-16 00:00:00,20339.9,20257.7,20383.2,20168.74,0.0,0.0,0,58664406320.0,-0.15313890393552546,20288.77
2016-03-17,HK.800000,2016-03-17 00:00:00,20580.06,20503.81,20619.34,20435.65,0.0,0.0,0,70670437230.0,1.2148960642126232,20257.7
2016-03-18,HK.800000,2016-03-18 00:00:00,20599.19,20671.63,20687.97,20514.97,0.0,0.0,0,92840738980.0,0.8184820284620259,20503.81
2016-03-21,HK.800000,2016-03-21 00:00:00,20738.25,20684.15,20772.46,20618.56,0.0,0.0,0,80125360220.0,0.06056609952867982,20671.63
2016-03-22,HK.800000,2016-03-22 00:00:00,20765.07,20666.75,20765.07,20576.8,0.0,0.0,0,65359050110.0,-0.08412238356423374,20684.15
2016-03-23,HK.800000,2016-03-23 00:00:00,20629.4,20615.23,20693.48,20513.61,0.0,0.0,0,63785731800.0,-0.24928931738178683,20666.75
2016-03-24,HK.800000,2016-03-24 00:00:00,20450.69,20345.61,20499.4,20268.53,0.0,0.0,0,62629806960.0,-1.3078680179653537,20615.23
2016-03-29,HK.800000,2016-03-29 00:00:00,20386.32,20366.3,20386.32,20250.15,0.0,0.0,0,60066854200.0,0.10169269930957435,20345.61
2016-03-30,HK.800000,2016-03-30 00:00:00,20545.44,20803.39,20820.73,20541.07,0.0,0.0,0,75246465270.0,2.146143383923443,20366.3
2016-03-31,HK.800000,2016-03-31 00:00:00,20811.46,20776.7,20872.55,20689.22,0.0,0.0,0,71047667580.0,-0.1282963978466908,20803.39
2016-04-01,HK.800000,2016-04-01 00:00:00,20786.18,20498.92,20786.18,20455.41,0.0,0.0,0,65291760710.0,-1.336978442197281,20776.7
2016-04-05,HK.800000,2016-04-05 00:00:00,20311.86,20177.0,20311.86,20116.87,0.0,0.0,0,70660187670.0,-1.5704241979577378,20498.92
2016-04-06,HK.800000,2016-04-06 00:00:00,20100.0,20206.67,20249.84,20100.0,0.0,0.0,0,58293192320.0,0.14704861971550903,20177.0
2016-04-07,HK.800000,2016-04-07 00:00:00,20297.82,20266.05,20370.52,20165.76,0.0,0.0,0,63503757390.0,0.2938633629390742,20206.67
2016-04-08,HK.800000,2016-04-08 00:00:00,20061.6,20370.4,20370.44,20045.47,0.0,0.0,0,59957360880.0,0.5149005356248613,20266.05
2016-04-11,HK.800000,2016-04-11 00:00:00,20255.84,20440.81,20550.95,20240.69,0.0,0.0,0,58295389210.0,0.3456485881475074,20370.4
2016-04-12,HK.800000,2016-04-12 00:00:00,20440.72,20504.44,20546.43,20407.82,0.0,0.0,0,51892779040.0,0.31128903404511554,20440.81
2016-04-13,HK.800000,2016-04-13 00:00:00,20739.34,21158.71,21171.29,20716.91,0.0,0.0,0,93637598340.0,3.1908698798894313,20504.44
2016-04-14,HK.800000,2016-04-14 00:00:00,21456.61,21337.81,21511.08,21266.21,0.0,0.0,0,84671434740.0,0.8464599212333936,21158.71
2016-04-15,HK.800000,2016-04-15 00:00:00,21374.65,21316.47,21423.06,21234.12,0.0,0.0,0,59375499900.0,-0.10001026347127538,21337.81
2016-04-18,HK.800000,2016-04-18 00:00:00,21129.68,21161.5,21172.0,21002.77,0.0,0.0,0,55494059580.0,-0.7269965430486434,21316.47
2016-04-19,HK.800000,2016-04-19 00:00:00,21438.13,21436.21,21459.04,21259.17,0.0,0.0,0,63516102580.0,1.2981593932377153,21161.5
2016-04-20,HK.800000,2016-04-20 00:00:00,21452.82,21236.31,21452.82,21103.34,0.0,0.0,0,73226670230.0,-0.9325342492912592,21436.21
2016-04-21,HK.800000,2016-04-21 00:00:00,21406.4,21622.25,21634.74,21331.59,0.0,0.0,0,73029485150.0,1.817359042131136,21236.31
2016-04-22,HK.800000,2016-04-22 00:00:00,21448.15,21467.04,21495.79,21358.53,0.0,0.0,0,64491545660.0,-0.7178253881996514,21622.25
2016-04-25,HK.800000,2016-04-25 00:00:00,21408.56,21304.44,21430.57,21254.46,0.0,0.0,0,55912111730.0,-0.7574402432752824,21467.04
2016-04-26,HK.800000,2016-04-26 00:00:00,21380.02,21407.27,21419.92,21080.88,0.0,0.0,0,62799778210.0,0.48266934028776043,21304.44
2016-04-27,HK.800000,2016-04-27 00:00:00,21372.33,21361.6,21442.51,21277.04,0.0,0.0,0,54905833450.0,-0.21333873959641694,21407.27
2016-04-28,HK.800000,2016-04-28 00:00:00,21488.96,21388.03,21654.07,21255.42,0.0,0.0,0,67768379530.0,0.12372668713954146,21361.6
2016-04-29,HK.800000,2016-04-29 00:00:00,21215.2,21067.05,21235.39,21023.77,0.0,0.0,0,60655765380.0,-1.5007459780073227,21388.03
2016-05-03,HK.800000,2016-05-03 00:00:00,21061.77,20676.94,21061.77,20668.37,0.0,0.0,0,77517818530.0,-1.8517542797876332,21067.05
2016-05-04,HK.800000,2016-05-04 00:00:00,20556.5,20525.83,20580.38,20411.41,0.0,0.0,0,61438800620.0,-0.7308141340062744,20676.94
2016-05-05,HK.800000,2016-05-05 00:00:00,20363.86,20449.82,20534.76,20342.75,0.0,0.0,0,56469880850.0,-0.3703138923005892,20525.83
2016-05-06,HK.800000,2016-05-06 00:00:00,20357.45,20109.87,20377.94,20058.77,0.0,0.0,0,67667761210.0,-1.6623618202996442,20449.82
2016-05-09,HK.800000,2016-05-09 00:00:00,20279.9,20156.81,20303.19,20125.78,0.0,0.0,0,54615849600.0,0.23341771975652917,20109.87
2016-05-10,HK.800000,2016-05-10 00:00:00,19962.43,20242.68,20294.46,19962.43,0.0,0.0,0,59783760910.0,0.4260098696172608,20156.81
2016-05-11,HK.800000,2016-05-11 00:00:00,20347.76,20055.29,20347.76,20008.92,0.0,0.0,0,59341044800.0,-0.9257173457269462,20242.68
2016-05-12,HK.800000,2016-05-12 00:00:00,20100.5,19915.46,20100.5,19863.62,0.0,0.0,0,53901384040.0,-0.6972225283204667,20055.29
2016-05-13,HK.800000,2016-05-13 00:00:00,19843.49,19719.29,19881.91,19594.61,0.0,0.0,0,64126881550.0,-0.9850136527099965,19915.46
2016-05-16,HK.800000,2016-05-16 00:00:00,19711.77,19883.95,19998.76,19705.91,0.0,0.0,0,56402845380.0,0.8350199221168706,19719.29
2016-05-17,HK.800000,2016-05-17 00:00:00,19987.24,20118.8,20145.77,19847.7,0.0,0.0,0,59360642850.0,1.1811033522011398,19883.95
2016-05-18,HK.800000,2016-05-18 00:00:00,19862.42,19826.41,19923.83,19749.29,0.0,0.0,0,58658906400.0,-1.4533172952661164,20118.8
2016-05-19,HK.800000,2016-05-19 00:00:00,19729.63,19694.33,19793.46,19646.35,0.0,0.0,0,55593915680.0,-0.66618212777804,19826.41
2016-05-20,HK.800000,2016-05-20 00:00:00,19631.71,19852.2,19954.33,19631.71,0.0,0.0,0,52588870070.0,0.8016012730567578,19694.33
2016-05-23,HK.800000,2016-05-23 00:00:00,19788.13,19809.03,19955.03,19750.62,0.0,0.0,0,43757443680.0,-0.21745700728383702,19852.2
2016-05-24,HK.800000,2016-05-24 00:00:00,19828.02,19830.43,19870.16,19712.67,0.0,0.0,0,44745739293.0,0.1080315391515963,19809.03
2016-05-25,HK.800000,2016-05-25 00:00:00,20156.76,20368.05,20379.66,20156.76,0.0,0.0,0,62008496564.0,2.7110859421606035,19830.43
2016-05-26,HK.800000,2016-05-26 00:00:00,20373.48,20397.11,20404.73,20249.96,0.0,0.0,0,46426936195.0,0.14267443373323077,20368.05
2016-05-27,HK.800000,2016-05-27 00:00:00,20425.0,20576.77,20620.15,20290.84,0.0,0.0,0,55518229338.0,0.8808110560760807,20397.11
2016-05-30,HK.800000,2016-05-30 00:00:00,20523.67,20629.39,20765.61,20465.84,0.0,0.0,0,58522569093.0,0.2557252668907656,20576.77
2016-05-31,HK.800000,2016-05-31 00:00:00,20617.33,20815.09,20974.71,20617.33,0.0,0.0,0,103134619765.0,0.900172036109651,20629.39
2016-06-01,HK.800000,2016-06-01 00:00:00,20726.53,20760.98,20898.45,20713.29,0.0,0.0,0,65000967521.0,-0.2599556379530455,20815.09
2016-06-02,HK.800000,2016-06-02 00:00:00,20769.81,20859.22,20878.21,20680.65,0.0,0.0,0,57918237587.0,0.47319538865699795,20760.98
2016-06-03,HK.800000,2016-06-03 00:00:00,20956.08,20947.24,21049.2,20887.79,0.0,0.0,0,60066954791.0,0.4219716748756685,20859.22
2016-06-06,HK.800000,2016-06-06 00:00:00,20971.13,21030.22,21039.87,20840.95,0.0,0.0,0,51930516763.0,0.3961381069773371,20947.24
2016-06-07,HK.800000,2016-06-07 00:00:00,21218.96,21328.24,21351.33,21153.68,0.0,0.0,0,67108105177.0,1.4171035776135505,21030.22
2016-06-08,HK.800000,2016-06-08 00:00:00,21294.27,21297.88,21352.37,21179.95,0.0,0.0,0,56369497329.0,-0.14234648522334978,21328.24
2016-06-10,HK.800000,2016-06-10 00:00:00,21240.08,21042.64,21270.62,21017.98,0.0,0.0,0,54506497878.0,-1.198429139426091,21297.88
2016-06-13,HK.800000,2016-06-13 00:00:00,20647.51,20512.99,20664.59,20430.81,0.0,0.0,0,65131068227.0,-2.517032083426784,21042.64
2016-06-14,HK.800000,2016-06-14 00:00:00,20476.75,20387.53,20537.92,20358.94,0.0,0.0,0,53214878390.0,-0.6116124465521738,20512.99
2016-06-15,HK.800000,2016-06-15 00:00:00,20161.01,20467.52,20553.58,20161.01,0.0,0.0,0,58547842123.0,0.39234767527013625,20387.53
2016-06-16,HK.800000,2016-06-16 00:00:00,20284.91,20038.42,20297.4,19964.37,0.0,0.0,0,62756512671.0,-2.096492393802484,20467.52
2016-06-17,HK.800000,2016-06-17 00:00:00,20244.23,20169.98,20282.04,20090.8,0.0,0.0,0,62488392078.0,0.6565387889863639,20038.42
2016-06-20,HK.800000,2016-06-20 00:00:00,20425.06,20510.2,20551.02,20288.49,0.0,0.0,0,55054667843.0,1.686764191139511,20169.98
2016-06-21,HK.800000,2016-06-21 00:00:00,20522.36,20668.44,20681.79,20516.73,0.0,0.0,0,53907694142.0,0.7715185614962211,20510.2
2016-06-22,HK.800000,2016-06-22 00:00:00,20553.94,20795.12,20841.51,20515.25,0.0,0.0,0,58668192434.0,0.6129151498613359,20668.44
2016-06-23,HK.800000,2016-06-23 00:00:00,20862.59,20868.34,20889.05,20753.94,0.0,0.0,0,54015082235.0,0.3521018392776823,20795.12
2016-06-24,HK.800000,2016-06-24 00:00:00,20483.51,20259.13,21034.18,19662.7,0.0,0.0,0,99847538291.0,-2.9193026373923328,20868.34
2016-06-27,HK.800000,2016-06-27 00:00:00,19982.66,20227.3,20329.16,19969.47,0.0,0.0,0,62557786069.0,-0.15711434795078438,20259.13
2016-06-28,HK.800000,2016-06-28 00:00:00,19898.75,20172.46,20196.2,19898.75,0.0,0.0,0,65840760242.0,-0.2711187355702449,20227.3
2016-06-29,HK.800000,2016-06-29 00:00:00,20217.07,20436.12,20456.58,20217.07,0.0,0.0,0,63577828583.0,1.3070294847529744,20172.46
2016-06-30,HK.800000,2016-06-30 00:00:00,20736.85,20794.37,20828.03,20614.65,0.0,0.0,0,72523355142.0,1.7530235680745658,20436.12
2016-07-04,HK.800000,2016-07-04 00:00:00,20967.47,21059.2,21166.02,20840.64,0.0,0.0,0,68668345643.0,1.2735658738398987,20794.37
2016-07-05,HK.800000,2016-07-05 00:00:00,20919.52,20750.72,20945.98,20737.16,0.0,0.0,0,53638957573.0,-1.4648229752317257,21059.2
2016-07-06,HK.800000,2016-07-06 00:00:00,20475.4,20495.29,20560.06,20304.39,0.0,0.0,0,60653937289.0,-1.2309452394904865,20750.72
2016-07-07,HK.800000,2016-07-07 00:00:00,20606.68,20706.92,20731.12,20576.74,0.0,0.0,0,49688198842.0,1.0325787046682304,20495.29
2016-07-08,HK.800000,2016-07-08 00:00:00,20622.83,20564.17,20645.59,20468.53,0.0,0.0,0,47192926868.0,-0.6893830661440717,20706.92
2016-07-11,HK.800000,2016-07-11 00:00:00,20951.17,20880.5,20972.85,20840.0,0.0,0.0,0,60285247482.0,1.5382580478570338,20564.17
2016-07-12,HK.800000,2016-07-12 00:00:00,21046.94,21224.74,21252.64,20957.26,0.0,0.0,0,71065372890.0,1.6486195253945144,20880.5
2016-07-13,HK.800000,2016-07-13 00:00:00,21356.64,21322.37,21441.23,21279.77,0.0,0.0,0,69301802771.0,0.4599820775189585,21224.74
2016-07-14,HK.800000,2016-07-14 00:00:00,21297.54,21561.06,21581.42,21242.93,0.0,0.0,0,62346848478.0,1.1194346594679783,21322.37
2016-07-15,HK.800000,2016-07-15 00:00:00,21589.08,21659.25,21739.21,21515.35,0.0,0.0,0,73194179381.0,0.4554043261323825,21561.06
2016-07-18,HK.800000,2016-07-18 00:00:00,21656.88,21803.18,21822.0,21616.16,0.0,0.0,0,55544592931.0,0.664519777923983,21659.25
2016-07-19,HK.800000,2016-07-19 00:00:00,21734.34,21673.2,21767.88,21612.6,0.0,0.0,0,54954285804.0,-0.5961515705507159,21803.18
2016-07-20,HK.800000,2016-07-20 00:00:00,21646.39,21882.48,21895.23,21632.51,0.0,0.0,0,58528000069.0,0.9656165217872711,21673.2
2016-07-21,HK.800000,2016-07-21 00:00:00,21971.97,22000.49,22118.22,21913.16,0.0,0.0,0,65283670269.0,0.5392898793921075,21882.48
2016-07-22,HK.800000,2016-07-22 00:00:00,21913.04,21964.27,21972.87,21832.43,0.0,0.0,0,51973440462.0,-0.16463269681721254,22000.49
2016-07-25,HK.800000,2016-07-25 00:00:00,22071.77,21993.44,22071.77,21878.88,0.0,0.0,0,49396874786.0,0.13280659908113612,21964.27
2016-07-26,HK.800000,2016-07-26 00:00:00,21890.89,22129.73,22300.51,21890.89,0.0,0.0,0,71558298947.0,0.6196847787340265,21993.44
2016-07-27,HK.800000,2016-07-27 00:00:00,22193.31,22218.99,22277.24,21997.88,0.0,0.0,0,69684881919.0,0.4033487982004392,22129.73
2016-07-28,HK.800000,2016-07-28 00:00:00,22134.12,22174.34,22214.72,22053.51,0.0,0.0,0,62888036936.0,-0.20095422879258443,22218.99
2016-07-29,HK.800000,2016-07-29 00:00:00,22055.95,21891.37,22152.75,21830.46,0.0,0.0,0,67864823847.0,-1.2761146442239146,22174.34
2016-08-01,HK.800000,2016-08-01 00:00:00,22027.65,22129.14,22260.95,22027.65,0.0,0.0,0,63427257454.0,1.0861357694835931,21891.37
2016-08-03,HK.800000,2016-08-03 00:00:00,21743.32,21739.12,21822.22,21725.38,0.0,0.0,0,70010032522.0,-1.7624724684285085,22129.14
2016-08-04,HK.800000,2016-08-04 00:00:00,21873.36,21832.23,21922.42,21788.31,0.0,0.0,0,53565075151.0,0.4283062055869814,21739.12
2016-08-05,HK.800000,2016-08-05 00:00:00,21961.05,22146.09,22193.29,21961.05,0.0,0.0,0,54551109903.0,1.4375993657084072,21832.23
2016-08-08,HK.800000,2016-08-08 00:00:00,22324.18,22494.76,22503.28,22260.07,0.0,0.0,0,60794073242.0,1.5744088459858974,22146.09
2016-08-09,HK.800000,2016-08-09 00:00:00,22464.1,22465.61,22496.75,22402.91,0.0,0.0,0,53244869755.0,-0.12958573463330048,22494.76
2016-08-10,HK.800000,2016-08-10 00:00:00,22511.1,22492.43,22618.04,22399.29,0.0,0.0,0,61247506752.0,0.11938246947222758,22465.61
2016-08-11,HK.800000,2016-08-11 00:00:00,22412.31,22580.55,22689.94,22359.92,0.0,0.0,0,75786526048.0,0.39177625538903077,22492.43
2016-08-12,HK.800000,2016-08-12 00:00:00,22788.88,22766.91,22816.75,22704.05,0.0,0.0,0,79060064559.0,0.8253120495293541,22580.55
2016-08-15,HK.800000,2016-08-15 00:00:00,22765.23,22932.51,22975.74,22765.23,0.0,0.0,0,89337212206.0,0.7273714351222829,22766.91
2016-08-16,HK.800000,2016-08-16 00:00:00,23008.09,22910.84,23084.52,22841.66,0.0,0.0,0,84167744995.0,-0.09449467153834558,22932.51
2016-08-17,HK.800000,2016-08-17 00:00:00,22995.51,22799.78,23029.48,22775.87,0.0,0.0,0,84708007272.0,-0.48474870410688264,22910.84
2016-08-18,HK.800000,2016-08-18 00:00:00,23046.69,23023.16,23193.9,22976.11,0.0,0.0,0,93027586549.0,0.9797462957975955,22799.78
2016-08-19,HK.800000,2016-08-19 00:00:00,23153.74,22937.22,23153.74,22875.56,0.0,0.0,0,75827792434.0,-0.3732763009074284,23023.16
2016-08-22,HK.800000,2016-08-22 00:00:00,22941.53,22997.91,23005.16,22792.42,0.0,0.0,0,69462629447.0,0.2645917857525833,22937.22
2016-08-23,HK.800000,2016-08-23 00:00:00,22927.47,22998.93,22998.93,22854.35,0.0,0.0,0,60755774843.0,0.004435185632087597,22997.91
2016-08-24,HK.800000,2016-08-24 00:00:00,23010.63,22820.78,23036.07,22702.61,0.0,0.0,0,61960563103.0,-0.7746012531887416,22998.93
2016-08-25,HK.800000,2016-08-25 00:00:00,22814.37,22826.87,22898.12,22735.03,0.0,0.0,0,68039409806.0,0.02668620441545007,22820.78
2016-08-26,HK.800000,2016-08-26 00:00:00,22827.22,22909.54,22997.4,22827.22,0.0,0.0,0,54774215618.0,0.36216090948957036,22826.87
2016-08-29,HK.800000,2016-08-29 00:00:00,22904.2,22821.34,22922.68,22762.73,0.0,0.0,0,54084953117.0,-0.38499245292572754,22909.54
2016-08-30,HK.800000,2016-08-30 00:00:00,22945.08,23016.11,23073.52,22898.78,0.0,0.0,0,60862250208.0,0.8534555814864527,22821.34
2016-08-31,HK.800000,2016-08-31 00:00:00,23043.08,22976.88,23063.15,22939.87,0.0,0.0,0,68841571582.0,-0.1704458312025775,23016.11
2016-09-01,HK.800000,2016-09-01 00:00:00,22897.16,23162.34,23193.03,22843.42,0.0,0.0,0,71367861568.0,0.8071591965488749,22976.88
2016-09-02,HK.800000,2016-09-02 00:00:00,23157.01,23266.7,23306.48,23152.79,0.0,0.0,0,80667304561.0,0.45055896770361104,23162.34
2016-09-05,HK.800000,2016-09-05 00:00:00,23576.31,23649.55,23688.41,23530.36,0.0,0.0,0,76919902101.0,1.645484748589179,23266.7
2016-09-06,HK.800000,2016-09-06 00:00:00,23683.28,23787.68,23787.68,23548.55,0.0,0.0,0,75616612283.0,0.5840703100059029,23649.55
2016-09-07,HK.800000,2016-09-07 00:00:00,23785.23,23741.81,23830.75,23695.68,0.0,0.0,0,79632573984.0,-0.19283091079079162,23787.68
2016-09-08,HK.800000,2016-09-08 00:00:00,23704.36,23919.34,23928.93,23663.59,0.0,0.0,0,77275233871.0,0.7477525934206314,23741.81
2016-09-09,HK.800000,2016-09-09 00:00:00,23924.77,24099.7,24364.0,23914.73,0.0,0.0,0,116801737240.0,0.7540341832174323,23919.34
2016-09-12,HK.800000,2016-09-12 00:00:00,23596.03,23290.6,23625.37,23290.6,0.0,0.0,0,94551443372.0,-3.3573032029444443,24099.7
2016-09-13,HK.800000,2016-09-13 00:00:00,23564.13,23215.76,23652.41,23196.49,0.0,0.0,0,73491947304.0,-0.3213313525628372,23290.6
2016-09-14,HK.800000,2016-09-14 00:00:00,23225.58,23190.64,23371.53,23155.73,0.0,0.0,0,60916378174.0,-0.10820235908709852,23215.76
2016-09-15,HK.800000,2016-09-15 00:00:00,23237.2,23335.59,23471.48,23194.37,0.0,0.0,0,65344360388.0,0.6250366527185137,23190.64
2016-09-19,HK.800000,2016-09-19 00:00:00,23486.62,23550.45,23625.92,23394.95,0.0,0.0,0,72504219243.0,0.920739522763301,23335.59
2016-09-20,HK.800000,2016-09-20 00:00:00,23494.01,23530.86,23556.06,23397.13,0.0,0.0,0,60417712268.0,-0.08318312388935305,23550.45
2016-09-21,HK.800000,2016-09-21 00:00:00,23522.86,23669.9,23729.02,23436.23,0.0,0.0,0,64968121729.0,0.5908836311125087,23530.86
2016-09-22,HK.800000,2016-09-22 00:00:00,23920.18,23759.8,24058.65,23683.58,0.0,0.0,0,86652486768.0,0.37980726576790697,23669.9
2016-09-23,HK.800000,2016-09-23 00:00:00,23836.6,23686.48,23846.71,23628.64,0.0,0.0,0,72019051442.0,-0.30858845613178437,23759.8
