,day,quota_daily,quota_daily_balance
782,2017-07-24,130.0,115.1335
783,2017-07-25,130.0,129.6793
784,2017-07-25,130.0,117.1086
785,2017-07-26,130.0,117.007
786,2017-07-26,130.0,124.1055
787,2017-07-27,130.0,114.8623
788,2017-07-27,130.0,116.7356
789,2017-07-28,130.0,115.3525
790,2017-07-28,130.0,120.5957
791,2017-07-31,130.0,120.611
792,2017-07-31,130.0,119.3684
793,2017-08-01,130.0,120.3126
794,2017-08-01,130.0,123.649
795,2017-08-02,130.0,128.258
796,2017-08-02,130.0,128.0293
797,2017-08-03,130.0,116.7927
798,2017-08-03,130.0,118.1598
799,2017-08-04,130.0,109.2465
800,2017-08-04,130.0,121.3147
801,2017-08-07,130.0,113.7909
802,2017-08-07,130.0,116.7638
803,2017-08-08,130.0,119.481
804,2017-08-08,130.0,121.3545
805,2017-08-09,130.0,122.5291
806,2017-08-09,130.0,124.2947
807,2017-08-10,130.0,134.369
808,2017-08-10,130.0,127.5212
809,2017-08-11,130.0,137.3244
810,2017-08-11,130.0,130.9115
811,2017-08-14,130.0,132.1159
812,2017-08-14,130.0,124.6215
813,2017-08-15,130.0,132.063
814,2017-08-15,130.0,127.7894
815,2017-08-16,130.0,127.9223
816,2017-08-16,130.0,122.8482
817,2017-08-17,130.0,130.2816
818,2017-08-17,130.0,121.8536
819,2017-08-18,130.0,129.6345
820,2017-08-18,130.0,140.1118
821,2017-08-21,130.0,131.5704
822,2017-08-21,130.0,125.6479
823,2017-08-22,130.0,132.0192
824,2017-08-22,130.0,126.9542
825,2017-08-24,130.0,122.4077
826,2017-08-24,130.0,124.0927
827,2017-08-25,130.0,112.8347
828,2017-08-25,130.0,115.48
829,2017-08-28,130.0,110.9283
830,2017-08-28,130.0,110.4058
831,2017-08-29,130.0,120.8901
832,2017-08-29,130.0,120.7877
833,2017-08-30,130.0,107.012
834,2017-08-30,130.0,118.6316
835,2017-08-31,130.0,118.0849
836,2017-08-31,130.0,122.1573
837,2017-09-01,130.0,107.2202
838,2017-09-01,130.0,109.448
839,2017-09-04,130.0,123.9334
840,2017-09-04,130.0,116.8299
841,2017-09-05,130.0,128.3732
842,2017-09-05,130.0,121.0407
843,2017-09-06,130.0,129.178
844,2017-09-06,130.0,127.9057
845,2017-09-07,130.0,127.7604
846,2017-09-07,130.0,121.9049
847,2017-09-08,130.0,132.5492
848,2017-09-08,130.0,121.7762
849,2017-09-11,130.0,111.8136
850,2017-09-11,130.0,126.9006
851,2017-09-12,130.0,111.7855
852,2017-09-12,130.0,122.4995
853,2017-09-13,130.0,132.8186
854,2017-09-13,130.0,123.6538
855,2017-09-14,130.0,132.3547
856,2017-09-14,130.0,126.125
857,2017-09-15,130.0,127.9696
858,2017-09-15,130.0,130.9938
859,2017-09-18,130.0,104.1126
860,2017-09-18,130.0,110.9402
861,2017-09-19,130.0,130.8811
862,2017-09-19,130.0,126.6941
863,2017-09-20,130.0,120.1482
864,2017-09-20,130.0,118.4238
865,2017-09-21,130.0,121.2136
866,2017-09-21,130.0,125.945
867,2017-09-22,130.0,134.4044
868,2017-09-22,130.0,119.4982
869,2017-09-25,130.0,148.3449
870,2017-09-25,130.0,128.4259
871,2017-09-26,130.0,131.0116
872,2017-09-26,130.0,127.8834
873,2017-09-27,130.0,131.4222
874,2017-09-27,130.0,121.2374
875,2017-09-28,130.0,131.5817
876,2017-09-28,130.0,131.3814
877,2017-09-29,130.0,125.4452
878,2017-09-29,130.0,122.2198
879,2017-10-09,130.0,82.8516
880,2017-10-09,130.0,100.3159
881,2017-10-10,130.0,105.3471
882,2017-10-10,130.0,112.4573
883,2017-10-11,130.0,124.0233
884,2017-10-11,130.0,118.5275
885,2017-10-12,130.0,134.0739
886,2017-10-12,130.0,121.0646
887,2017-10-13,130.0,136.7375
888,2017-10-13,130.0,119.1587
889,2017-10-16,130.0,126.3601
890,2017-10-16,130.0,117.9149
891,2017-10-17,130.0,127.8145
892,2017-10-17,130.0,114.0769
893,2017-10-18,130.0,136.5093
894,2017-10-18,130.0,127.7653
895,2017-10-19,130.0,130.9461
896,2017-10-19,130.0,128.323
897,2017-10-20,130.0,131.2589
898,2017-10-20,130.0,129.0909
899,2017-10-23,130.0,141.8363
900,2017-10-23,130.0,131.9019
901,2017-10-24,130.0,152.0721
902,2017-10-24,130.0,139.4346
903,2017-10-25,130.0,127.1263
904,2017-10-25,130.0,126.7187
905,2017-10-26,130.0,115.5417
906,2017-10-26,130.0,127.5834
907,2017-10-27,130.0,128.7255
908,2017-10-27,130.0,127.8461
909,2017-10-30,130.0,142.5625
910,2017-10-30,130.0,127.6017
911,2017-10-31,130.0,140.4081
912,2017-10-31,130.0,123.0919
913,2017-11-01,130.0,113.7707
914,2017-11-01,130.0,119.4696
915,2017-11-02,130.0,121.0771
916,2017-11-02,130.0,122.2082
917,2017-11-03,130.0,131.8907
918,2017-11-03,130.0,124.6624
919,2017-11-06,130.0,130.2287
920,2017-11-06,130.0,123.4443
921,2017-11-07,130.0,120.3015
922,2017-11-07,130.0,123.3324
923,2017-11-08,130.0,119.2002
924,2017-11-08,130.0,120.8492
925,2017-11-09,130.0,112.5663
926,2017-11-09,130.0,115.8619
927,2017-11-10,130.0,127.8516
928,2017-11-10,130.0,128.2505
929,2017-11-13,130.0,128.0613
930,2017-11-13,130.0,124.5993
931,2017-11-14,130.0,130.0819
932,2017-11-14,130.0,125.5608
933,2017-11-15,130.0,141.5729
934,2017-11-15,130.0,137.8759
935,2017-11-16,130.0,130.0362
936,2017-11-16,130.0,123.8506
937,2017-11-17,130.0,153.3754
938,2017-11-17,130.0,120.3567
939,2017-11-20,130.0,145.0328
940,2017-11-20,130.0,122.2535
941,2017-11-21,130.0,134.351
942,2017-11-21,130.0,131.0255
943,2017-11-22,130.0,126.3165
944,2017-11-22,130.0,128.3067
945,2017-11-23,130.0,109.0096
946,2017-11-23,130.0,130.7543
947,2017-11-24,130.0,120.5577
948,2017-11-24,130.0,129.5834
949,2017-11-27,130.0,137.0199
950,2017-11-27,130.0,135.7546
951,2017-11-28,130.0,108.9946
952,2017-11-28,130.0,116.2982
953,2017-11-29,130.0,119.8543
954,2017-11-29,130.0,125.76
955,2017-11-30,130.0,131.9965
956,2017-11-30,130.0,134.6795
957,2017-12-01,130.0,117.9135
958,2017-12-01,130.0,108.6718
959,2017-12-04,130.0,133.0219
960,2017-12-04,130.0,127.2137
961,2017-12-05,130.0,157.1491
962,2017-12-05,130.0,134.1715
963,2017-12-06,130.0,168.3348
964,2017-12-06,130.0,130.1979
965,2017-12-07,130.0,138.504
966,2017-12-07,130.0,136.2471
967,2017-12-08,130.0,100.7592
968,2017-12-08,130.0,119.3485
969,2017-12-11,130.0,119.3399
970,2017-12-11,130.0,124.0257
971,2017-12-12,130.0,134.8624
972,2017-12-12,130.0,131.7295
973,2017-12-13,130.0,108.3969
974,2017-12-13,130.0,121.4257
975,2017-12-14,130.0,127.52
976,2017-12-14,130.0,125.3872
977,2017-12-15,130.0,140.6452
978,2017-12-15,130.0,144.5853
979,2017-12-18,130.0,114.5557
980,2017-12-18,130.0,125.5774
981,2017-12-19,130.0,120.9141
982,2017-12-19,130.0,121.9841
983,2017-12-20,130.0,135.1713
984,2017-12-20,130.0,132.8183
985,2017-12-21,130.0,122.6048
986,2017-12-21,130.0,123.7604
987,2017-12-22,130.0,130.0
988,2017-12-22,130.0,130.0
989,2017-12-27,130.0,122.0181
990,2017-12-27,130.0,128.6988
991,2017-12-28,130.0,114.0783
992,2017-12-28,130.0,115.3587
993,2017-12-29,130.0,121.2905
994,2017-12-29,130.0,122.3012
995,2018-01-02,130.0,108.8678
996,2018-01-02,130.0,116.001
997,2018-01-03,130.0,103.0765
998,2018-01-03,130.0,110.6262
999,2018-01-04,130.0,101.8338
1000,2018-01-04,130.0,112.9705
1001,2018-01-05,130.0,119.6233
1002,2018-01-05,130.0,114.3201
1003,2018-01-08,130.0,122.5526
1004,2018-01-08,130.0,118.1926
1005,2018-01-09,130.0,115.2789
1006,2018-01-09,130.0,113.9601
1007,2018-01-10,130.0,115.9238
1008,2018-01-10,130.0,126.8044
1009,2018-01-11,130.0,130.7703
1010,2018-01-11,130.0,126.8743
1011,2018-01-12,130.0,114.0774
1012,2018-01-12,130.0,123.0665
1013,2018-01-15,130.0,146.4893
1014,2018-01-15,130.0,129.9127
1015,2018-01-16,130.0,120.5145
1016,2018-01-16,130.0,114.1202
1017,2018-01-17,130.0,132.9326
1018,2018-01-17,130.0,133.5091
1019,2018-01-18,130.0,116.4001
1020,2018-01-18,130.0,123.6625
1021,2018-01-22,130.0,118.5289
1022,2018-01-22,130.0,117.6293
1023,2018-01-23,130.0,104.9069
1024,2018-01-23,130.0,126.514
1025,2018-01-24,130.0,135.4984
1026,2018-01-24,130.0,120.2021
1027,2018-01-25,130.0,115.0997
1028,2018-01-25,130.0,120.1568
1029,2018-01-26,130.0,109.6168
1030,2018-01-26,130.0,118.5673
1031,2018-01-29,130.0,134.3001
1032,2018-01-29,130.0,132.8318
1033,2018-01-30,130.0,131.6952
1034,2018-01-30,130.0,122.987
1035,2018-01-31,130.0,132.0856
1036,2018-01-31,130.0,126.4382
1037,2018-02-01,130.0,137.8448
1038,2018-02-01,130.0,117.8647
1039,2018-02-02,130.0,141.5928
1040,2018-02-02,130.0,118.2527
1041,2018-02-05,130.0,164.3179
1042,2018-02-05,130.0,128.3428
1043,2018-02-06,130.0,203.6615
1044,2018-02-06,130.0,152.9803
1045,2018-02-07,130.0,131.5869
1046,2018-02-07,130.0,110.3882
1047,2018-02-08,130.0,116.5167
1048,2018-02-08,130.0,112.8745
1049,2018-02-09,130.0,150.0078
1050,2018-02-09,130.0,134.6729
1051,2018-02-12,130.0,142.2233
1052,2018-02-12,130.0,128.9045
1053,2018-02-13,130.0,129.6173
1054,2018-02-13,130.0,138.3946
1055,2018-02-14,130.0,125.4936
1056,2018-02-14,130.0,121.9757
1057,2018-02-22,130.0,118.7357
1058,2018-02-22,130.0,115.9993
1059,2018-02-23,130.0,117.6059
1060,2018-02-23,130.0,123.1298
1061,2018-02-26,130.0,109.0388
1062,2018-02-26,130.0,117.0236
1063,2018-02-27,130.0,112.9845
1064,2018-02-27,130.0,120.0667
1065,2018-02-28,130.0,135.9968
1066,2018-02-28,130.0,127.5467
1067,2018-03-01,130.0,124.4718
1068,2018-03-01,130.0,121.6845
1069,2018-03-02,130.0,138.3019
1070,2018-03-02,130.0,131.1978
1071,2018-03-05,130.0,142.337
1072,2018-03-05,130.0,130.5499
1073,2018-03-06,130.0,122.8122
1074,2018-03-06,130.0,125.8031
1075,2018-03-07,130.0,146.8295
1076,2018-03-07,130.0,137.8325
1077,2018-03-08,130.0,108.562
1078,2018-03-08,130.0,121.5769
1079,2018-03-09,130.0,119.0318
1080,2018-03-09,130.0,125.5567
1081,2018-03-12,130.0,110.3843
1082,2018-03-12,130.0,124.2636
1083,2018-03-13,130.0,115.8509
1084,2018-03-13,130.0,129.0826
1085,2018-03-14,130.0,125.8307
1086,2018-03-14,130.0,126.8002
1087,2018-03-15,130.0,119.9297
1088,2018-03-15,130.0,124.6082
1089,2018-03-16,130.0,140.352
1090,2018-03-16,130.0,138.601
1091,2018-03-19,130.0,125.1925
1092,2018-03-19,130.0,124.5894
1093,2018-03-20,130.0,135.1786
1094,2018-03-20,130.0,131.9558
1095,2018-03-21,130.0,131.6046
1096,2018-03-21,130.0,122.1948
1097,2018-03-22,130.0,128.307
1098,2018-03-22,130.0,126.9462
1099,2018-03-23,130.0,143.3268
1100,2018-03-23,130.0,132.7857
1101,2018-03-26,130.0,108.5333
1102,2018-03-26,130.0,111.0598
1103,2018-03-27,130.0,112.9819
1104,2018-03-27,130.0,135.3111
1105,2018-03-28,130.0,120.5252
1106,2018-03-28,130.0,131.3806
1107,2018-04-03,130.0,105.3701
1108,2018-04-03,130.0,124.3942
1109,2018-04-04,130.0,121.8371
1110,2018-04-04,130.0,123.3409
1111,2018-04-09,130.0,105.9875
1112,2018-04-09,130.0,120.1451
1113,2018-04-10,130.0,103.5965
1114,2018-04-10,130.0,121.5452
1115,2018-04-11,130.0,127.5184
1116,2018-04-11,130.0,121.5751
1117,2018-04-12,130.0,114.6367
1118,2018-04-12,130.0,116.3428
1119,2018-04-13,130.0,119.9228
1120,2018-04-13,130.0,115.9936
1121,2018-04-16,130.0,116.0546
1122,2018-04-16,130.0,116.7749
1123,2018-04-17,130.0,118.4336
1124,2018-04-17,130.0,133.7851
1125,2018-04-18,130.0,89.5907
1126,2018-04-18,130.0,96.9834
1127,2018-04-19,130.0,94.9085
1128,2018-04-19,130.0,111.3257
1129,2018-04-20,130.0,137.5389
1130,2018-04-20,130.0,132.9536
1131,2018-04-23,130.0,115.4643
1132,2018-04-23,130.0,120.2298
1133,2018-04-24,130.0,105.7177
1134,2018-04-24,130.0,114.2901
1135,2018-04-25,130.0,119.3204
1136,2018-04-25,130.0,125.9291
1137,2018-04-26,130.0,128.3795
1138,2018-04-26,130.0,161.9804
1139,2018-04-27,130.0,101.196
1140,2018-04-27,130.0,132.0202
1141,2018-05-02,520.0,496.087
1142,2018-05-02,520.0,496.6189
1143,2018-05-03,520.0,514.5528
1144,2018-05-03,520.0,519.0867
1145,2018-05-04,520.0,524.0924
1146,2018-05-04,520.0,527.8707
1147,2018-05-07,520.0,502.8537
1148,2018-05-07,520.0,508.6402
1149,2018-05-08,520.0,505.1183
1150,2018-05-08,520.0,514.0032
1151,2018-05-09,520.0,511.6488
1152,2018-05-09,520.0,505.5087
1153,2018-05-10,520.0,501.604
1154,2018-05-10,520.0,506.6528
1155,2018-05-11,520.0,498.3604
1156,2018-05-11,520.0,515.1579
1157,2018-05-14,520.0,485.2028
1158,2018-05-14,520.0,496.3569
1159,2018-05-15,520.0,504.327
1160,2018-05-15,520.0,497.5896
1161,2018-05-16,520.0,517.5839
1162,2018-05-16,520.0,510.3384
1163,2018-05-17,520.0,506.5807
1164,2018-05-17,520.0,509.6435
1165,2018-05-18,520.0,495.1425
1166,2018-05-18,520.0,508.5731
1167,2018-05-23,520.0,511.4036
1168,2018-05-23,520.0,504.9647
1169,2018-05-24,520.0,511.853
1170,2018-05-24,520.0,506.3543
1171,2018-05-25,520.0,504.8778
1172,2018-05-25,520.0,513.2949
1173,2018-05-28,520.0,496.9332
1174,2018-05-28,520.0,502.5963
1175,2018-05-29,520.0,517.1963
1176,2018-05-29,520.0,507.3197
1177,2018-05-30,520.0,522.9522
1178,2018-05-30,520.0,502.9109
1179,2018-05-31,520.0,483.7392
1180,2018-05-31,520.0,489.9683
1181,2018-06-01,520.0,504.5762
1182,2018-06-01,520.0,512.582
1183,2018-06-04,520.0,483.8662
1184,2018-06-04,520.0,493.5447
1185,2018-06-05,520.0,506.9152
1186,2018-06-05,520.0,493.3402
1187,2018-06-06,520.0,502.7306
1188,2018-06-06,520.0,509.1464
1189,2018-06-07,520.0,495.2946
1190,2018-06-07,520.0,501.7166
1191,2018-06-08,520.0,527.544
1192,2018-06-08,520.0,504.1361
1193,2018-06-11,520.0,490.3123
1194,2018-06-11,520.0,505.4896
1195,2018-06-12,520.0,508.9645
1196,2018-06-12,520.0,504.0019
1197,2018-06-13,520.0,512.1494
1198,2018-06-13,520.0,512.6225
1199,2018-06-14,520.0,500.687
1200,2018-06-14,520.0,510.0663
1201,2018-06-15,520.0,497.4257
1202,2018-06-15,520.0,513.9684
1203,2018-06-19,520.0,539.7998
1204,2018-06-19,520.0,520.09
1205,2018-06-20,520.0,522.1558
1206,2018-06-20,520.0,508.6218
1207,2018-06-21,520.0,515.7294
1208,2018-06-21,520.0,532.6126
1209,2018-06-22,520.0,521.051
1210,2018-06-22,520.0,516.6655
1211,2018-06-25,520.0,543.8296
1212,2018-06-25,520.0,532.9453
1213,2018-06-26,520.0,503.9222
1214,2018-06-26,520.0,509.8323
1215,2018-06-27,520.0,519.9683
1216,2018-06-27,520.0,531.6211
1217,2018-06-28,520.0,497.0129
1218,2018-06-28,520.0,533.4338
1219,2018-07-03,520.0,502.5013
1220,2018-07-03,520.0,531.9619
1221,2018-07-04,520.0,522.5526
1222,2018-07-04,520.0,530.4293
1223,2018-07-05,520.0,501.8743
1224,2018-07-05,520.0,514.5895
1225,2018-07-06,520.0,492.2918
1226,2018-07-06,520.0,502.0274
1227,2018-07-09,520.0,495.2607
1228,2018-07-09,520.0,508.2669
1229,2018-07-10,520.0,514.8595
1230,2018-07-10,520.0,517.3767
1231,2018-07-11,520.0,517.3804
1232,2018-07-11,520.0,523.392
1233,2018-07-12,520.0,503.0438
1234,2018-07-12,520.0,517.3044
1235,2018-07-13,520.0,514.0062
1236,2018-07-13,520.0,513.4193
1237,2018-07-16,520.0,524.57
1238,2018-07-16,520.0,515.124
1239,2018-07-17,520.0,520.9032
1240,2018-07-17,520.0,524.0424
1241,2018-07-18,520.0,518.732
1242,2018-07-18,520.0,521.1183
1243,2018-07-19,520.0,501.6859
1244,2018-07-19,520.0,511.256
1245,2018-07-20,520.0,513.9367
1246,2018-07-20,520.0,502.8823
1247,2018-07-23,520.0,522.7996
1248,2018-07-23,520.0,516.6518
1249,2018-07-24,520.0,502.5112
1250,2018-07-24,520.0,509.4648
1251,2018-07-25,520.0,505.2971
1252,2018-07-25,520.0,516.8873
1253,2018-07-26,520.0,508.8672
1254,2018-07-26,520.0,525.6747
1255,2018-07-27,520.0,498.1716
1256,2018-07-27,520.0,514.6694
1257,2018-07-30,520.0,494.6346
1258,2018-07-30,520.0,518.5376
1259,2018-07-31,520.0,500.7628
1260,2018-07-31,520.0,506.5452
1261,2018-08-01,520.0,514.5564
1262,2018-08-01,520.0,514.5721
1263,2018-08-02,520.0,511.2503
1264,2018-08-02,520.0,522.1665
1265,2018-08-03,520.0,524.3699
1266,2018-08-03,520.0,509.1193
1267,2018-08-06,520.0,505.0369
1268,2018-08-06,520.0,503.2706
1269,2018-08-07,520.0,498.5915
1270,2018-08-07,520.0,509.2018
1271,2018-08-08,520.0,510.3732
1272,2018-08-08,520.0,512.0006
1273,2018-08-09,520.0,485.1621
1274,2018-08-09,520.0,500.2321
1275,2018-08-10,520.0,521.4676
1276,2018-08-10,520.0,516.5905
1277,2018-08-13,520.0,520.655
1278,2018-08-13,520.0,523.87
1279,2018-08-14,520.0,522.4605
1280,2018-08-14,520.0,529.6003
1281,2018-08-15,520.0,527.8851
1282,2018-08-15,520.0,526.3275
1283,2018-08-16,520.0,504.5733
1284,2018-08-16,520.0,512.2108
1285,2018-08-17,520.0,519.6769
1286,2018-08-17,520.0,515.3201
1287,2018-08-20,520.0,479.9147
1288,2018-08-20,520.0,501.5964
1289,2018-08-21,520.0,501.7407
1290,2018-08-21,520.0,507.8444
1291,2018-08-22,520.0,500.5655
1292,2018-08-22,520.0,517.4286
1293,2018-08-23,520.0,510.9806
1294,2018-08-23,520.0,514.3404
1295,2018-08-24,520.0,522.3493
1296,2018-08-24,520.0,517.9226
1297,2018-08-27,520.0,510.6026
1298,2018-08-27,520.0,503.7616
1299,2018-08-28,520.0,513.8717
1300,2018-08-28,520.0,510.2634
1301,2018-08-29,520.0,502.0278
1302,2018-08-29,520.0,515.8029
1303,2018-08-30,520.0,515.3702
1304,2018-08-30,520.0,517.2567
1305,2018-08-31,520.0,490.9336
1306,2018-08-31,520.0,506.9731
1307,2018-09-03,520.0,521.7736
1308,2018-09-03,520.0,514.1729
1309,2018-09-04,520.0,509.5948
1310,2018-09-04,520.0,514.9188
1311,2018-09-05,520.0,543.5934
1312,2018-09-05,520.0,526.59
1313,2018-09-06,520.0,509.7813
1314,2018-09-06,520.0,520.4738
1315,2018-09-07,520.0,520.05
1316,2018-09-07,520.0,521.2392
1317,2018-09-10,520.0,522.6806
1318,2018-09-10,520.0,522.1336
1319,2018-09-11,520.0,523.946
1320,2018-09-11,520.0,514.7845
1321,2018-09-12,520.0,527.5537
1322,2018-09-12,520.0,521.8072
1323,2018-09-13,520.0,497.9068
1324,2018-09-13,520.0,513.3994
1325,2018-09-14,520.0,503.687
1326,2018-09-14,520.0,507.0512
1327,2018-09-17,520.0,520.6111
1328,2018-09-17,520.0,511.3908
1329,2018-09-18,520.0,503.0901
1330,2018-09-18,520.0,516.0132
1331,2018-09-19,520.0,512.2141
1332,2018-09-19,520.0,518.406
1333,2018-09-20,520.0,483.4205
1334,2018-09-20,520.0,506.846
1335,2018-09-26,520.0,505.6019
1336,2018-09-26,520.0,513.9599
1337,2018-09-27,520.0,492.3987
1338,2018-09-27,520.0,516.0616
1339,2018-09-28,520.0,512.9903
1340,2018-09-28,520.0,509.473
1341,2018-10-08,520.0,593.0785
1342,2018-10-08,520.0,542.9625
1343,2018-10-09,520.0,542.2659
1344,2018-10-09,520.0,526.8817
1345,2018-10-10,520.0,531.4888
1346,2018-10-10,520.0,523.4845
1347,2018-10-11,520.0,541.6825
1348,2018-10-11,520.0,533.4863
1349,2018-10-12,520.0,513.8111
1350,2018-10-12,520.0,513.5952
1351,2018-10-15,520.0,533.0997
1352,2018-10-15,520.0,516.7155
1353,2018-10-18,520.0,527.5484
1354,2018-10-18,520.0,517.1682
1355,2018-10-19,520.0,483.9294
1356,2018-10-19,520.0,510.732
1357,2018-10-22,520.0,528.1602
1358,2018-10-22,520.0,516.5912
1359,2018-10-23,520.0,517.0477
1360,2018-10-23,520.0,525.3438
1361,2018-10-24,520.0,497.7128
1362,2018-10-24,520.0,525.9849
1363,2018-10-25,520.0,545.6585
1364,2018-10-25,520.0,528.0658
1365,2018-10-26,520.0,528.0935
1366,2018-10-26,520.0,527.5083
1367,2018-10-29,520.0,492.6756
1368,2018-10-29,520.0,518.2932
1369,2018-10-30,520.0,506.8173
1370,2018-10-30,520.0,526.0545
1371,2018-10-31,520.0,474.2681
1372,2018-10-31,520.0,505.511
1373,2018-11-01,520.0,462.3938
1374,2018-11-01,520.0,490.7135
1375,2018-11-02,520.0,406.7791
1376,2018-11-02,520.0,454.2144
1377,2018-11-05,520.0,513.2177
1378,2018-11-05,520.0,514.9073
1379,2018-11-06,520.0,525.4746
1380,2018-11-06,520.0,529.5279
1381,2018-11-07,520.0,501.584
1382,2018-11-07,520.0,515.4879
1383,2018-11-08,520.0,485.6028
1384,2018-11-08,520.0,513.4835
1385,2018-11-09,520.0,519.1787
1386,2018-11-09,520.0,516.9764
1387,2018-11-12,520.0,510.4919
1388,2018-11-12,520.0,515.1903
1389,2018-11-13,520.0,506.2284
1390,2018-11-13,520.0,507.032
1391,2018-11-14,520.0,524.5887
1392,2018-11-14,520.0,521.9374
1393,2018-11-15,520.0,495.3568
1394,2018-11-15,520.0,516.4805
1395,2018-11-16,520.0,509.4316
1396,2018-11-16,520.0,507.8826
1397,2018-11-19,520.0,506.6044
1398,2018-11-19,520.0,514.2538
1399,2018-11-20,520.0,538.9758
1400,2018-11-20,520.0,529.1743
1401,2018-11-21,520.0,514.0876
1402,2018-11-21,520.0,513.1345
1403,2018-11-22,520.0,523.606
1404,2018-11-22,520.0,520.1558
1405,2018-11-23,520.0,520.7422
1406,2018-11-23,520.0,526.697
1407,2018-11-26,520.0,501.6421
1408,2018-11-26,520.0,511.627
1409,2018-11-27,520.0,516.3254
1410,2018-11-27,520.0,519.4653
1411,2018-11-28,520.0,499.3241
1412,2018-11-28,520.0,511.9116
1413,2018-11-29,520.0,505.306
1414,2018-11-29,520.0,521.818
1415,2018-11-30,520.0,477.4844
1416,2018-11-30,520.0,503.2339
1417,2018-12-03,520.0,430.9916
1418,2018-12-03,520.0,482.8146
1419,2018-12-04,520.0,485.421
1420,2018-12-04,520.0,508.9495
1421,2018-12-05,520.0,507.9835
1422,2018-12-05,520.0,520.6317
1423,2018-12-06,520.0,544.6469
1424,2018-12-06,520.0,535.3263
1425,2018-12-07,520.0,523.5428
1426,2018-12-07,520.0,518.901
1427,2018-12-10,520.0,535.9483
1428,2018-12-10,520.0,519.5727
1429,2018-12-11,520.0,518.3944
1430,2018-12-11,520.0,516.3441
1431,2018-12-12,520.0,506.7014
1432,2018-12-12,520.0,518.5629
1433,2018-12-13,520.0,483.4968
1434,2018-12-13,520.0,487.5909
1435,2018-12-14,520.0,523.0132
1436,2018-12-14,520.0,526.4837
1437,2018-12-17,520.0,508.179
1438,2018-12-17,520.0,516.5085
1439,2018-12-18,520.0,535.2641
1440,2018-12-18,520.0,532.5215
1441,2018-12-19,520.0,521.1425
1442,2018-12-19,520.0,524.0745
1443,2018-12-20,520.0,528.241
1444,2018-12-20,520.0,521.4282
1445,2018-12-21,520.0,512.5148
1446,2018-12-21,520.0,526.0098
1447,2018-12-27,520.0,508.5577
1448,2018-12-27,520.0,524.5079
1449,2018-12-28,520.0,497.2048
1450,2018-12-28,520.0,518.0842
1451,2019-01-02,520.0,512.7481
1452,2019-01-02,520.0,521.9247
1453,2019-01-03,520.0,512.593
1454,2019-01-03,520.0,517.378
1455,2019-01-04,520.0,523.5003
1456,2019-01-04,520.0,511.8718
1457,2019-01-07,520.0,509.2605
1458,2019-01-07,520.0,512.1014
1459,2019-01-08,520.0,508.2317
1460,2019-01-08,520.0,515.5503
1461,2019-01-09,520.0,479.8243
1462,2019-01-09,520.0,490.205
1463,2019-01-10,520.0,510.0671
1464,2019-01-10,520.0,511.071
1465,2019-01-11,520.0,490.4066
1466,2019-01-11,520.0,504.6389
1467,2019-01-14,520.0,531.009
1468,2019-01-14,520.0,523.8758
1469,2019-01-15,520.0,488.9744
1470,2019-01-15,520.0,496.531
1471,2019-01-16,520.0,497.5355
1472,2019-01-16,520.0,514.4915
1473,2019-01-17,520.0,503.0469
1474,2019-01-17,520.0,508.8982
1475,2019-01-18,520.0,466.6259
1476,2019-01-18,520.0,484.9427
1477,2019-01-21,520.0,509.1999
1478,2019-01-21,520.0,495.6483
1479,2019-01-22,520.0,526.5211
1480,2019-01-22,520.0,524.5857
1481,2019-01-23,520.0,505.9983
1482,2019-01-23,520.0,513.3087
1483,2019-01-24,520.0,504.1522
1484,2019-01-24,520.0,508.2971
1485,2019-01-25,520.0,497.7321
1486,2019-01-25,520.0,504.7121
1487,2019-01-28,520.0,496.5008
1488,2019-01-28,520.0,491.5838
1489,2019-01-29,520.0,505.0664
1490,2019-01-29,520.0,507.9318
1491,2019-01-30,520.0,517.912
1492,2019-01-30,520.0,509.398
1493,2019-01-31,520.0,464.8379
1494,2019-01-31,520.0,485.1595
1495,2019-02-01,520.0,490.3118
1496,2019-02-01,520.0,490.6733
1497,2019-02-11,520.0,503.4249
1498,2019-02-11,520.0,486.8943
1499,2019-02-12,520.0,492.211
1500,2019-02-12,520.0,490.8514
1501,2019-02-13,520.0,465.4001
1502,2019-02-13,520.0,484.3213
1503,2019-02-14,520.0,486.7618
1504,2019-02-14,520.0,492.5214
1505,2019-02-15,520.0,510.8035
1506,2019-02-15,520.0,503.1011
1507,2019-02-18,520.0,495.9939
1508,2019-02-18,520.0,492.1806
1509,2019-02-19,520.0,505.8189
1510,2019-02-19,520.0,515.3287
1511,2019-02-20,520.0,487.7143
1512,2019-02-20,520.0,500.5001
1513,2019-02-21,520.0,502.8144
1514,2019-02-21,520.0,510.6852
1515,2019-02-22,520.0,480.349
1516,2019-02-22,520.0,493.9036
1517,2019-02-25,520.0,540.8944
1518,2019-02-25,520.0,499.7396
1519,2019-02-26,520.0,509.8903
1520,2019-02-26,520.0,506.8095
1521,2019-02-27,520.0,487.8488
1522,2019-02-27,520.0,499.5812
1523,2019-02-28,520.0,503.9652
1524,2019-02-28,520.0,503.473
1525,2019-03-01,520.0,507.4309
1526,2019-03-01,520.0,498.4395
1527,2019-03-04,520.0,525.8444
1528,2019-03-04,520.0,474.364
1529,2019-03-05,520.0,498.1124
1530,2019-03-05,520.0,494.8877
1531,2019-03-06,520.0,524.7867
1532,2019-03-06,520.0,517.3578
